ACT Symbol,Security Name,Exchange,CQS Symbol,ETF,Round Lot Size,Test Issue,NASDAQ Symbol
ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,N,ECCX,N,100,N,ECCX
ECL,Ecolab Inc. Common Stock,N,ECL,N,100,N,ECL
ECO,Okeanis Eco Tankers Corp. Common Stock,N,ECO,N,100,N,ECO
ECVT,Ecovyst Inc. Common Stock,N,ECVT,N,100,N,ECVT
ED,"Consolidated Edison, Inc. Common Stock",N,ED,N,100,N,ED
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc. Common Stock",N,EDD,N,100,N,EDD
EDF,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,N,EDF,N,100,N,EDF
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,N,EDN,N,100,N,EDN
EDR,"Endeavor Group Holdings, Inc. Class A Common Stock",N,EDR,N,100,N,EDR
EDU,"New Oriental Education & Technology Group, Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands)",N,EDU,N,100,N,EDU
EE,"Excelerate Energy, Inc. Class A Common Stock",N,EE,N,100,N,EE
EEA,"The European Equity Fund, Inc. Common Stock",N,EEA,N,100,N,EEA
EEX,"Emerald Holding, Inc. Common Stock",N,EEX,N,100,N,EEX
EFC,Ellington Financial Inc. Common Stock ,N,EFC,N,100,N,EFC
EFC$A,Ellington Financial Inc. 6.750% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,N,EFCpA,N,100,N,EFC-A
EFC$B,Ellington Financial Inc. 6.250% Series B Fixed-Rate Reset Cumulative Redeemable Preferred Stock,N,EFCpB,N,100,N,EFC-B
EFC$C,Ellington Financial Inc. 8.625% Series C Fixed-Rate Reset Cumulative Redeemable Preferred Stock,N,EFCpC,N,100,N,EFC-C
EFC$D,Ellington Financial Inc. 7.00% Series D Cumulative Perpetual Redeemable Preferred Stock,N,EFCpD,N,100,N,EFC-D
EFC$E,Ellington Financial Inc. 8.250% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,N,EFCpE,N,100,N,EFC-E
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,N,EFR,N,100,N,EFR
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,N,EFT,N,100,N,EFT
EFX,"Equifax, Inc. Common Stock",N,EFX,N,100,N,EFX
EFXT,Enerflex Ltd Common Shares,N,EFXT,N,100,N,EFXT
EG,"Everest Group, Ltd. Common Stock",N,EG,N,100,N,EG
EGF,"Blackrock Enhanced Government Fund, Inc. Common Stock",N,EGF,N,100,N,EGF
EGO,Eldorado Gold Corporation Ordinary Shares,N,EGO,N,100,N,EGO
EGP,"EastGroup Properties, Inc. Common Stock",N,EGP,N,100,N,EGP
EGY,"VAALCO Energy, Inc.  Common Stock",N,EGY,N,100,N,EGY
EHAB,"Enhabit, Inc. Common Stock",N,EHAB,N,100,N,EHAB
EHC,Encompass Health Corporation Common Stock,N,EHC,N,100,N,EHC
EHI,Western Asset Global High Income Fund Inc Common Stock,N,EHI,N,100,N,EHI
EHI.R,"Western Asset Global High Income Fund Inc Rights (expiring October 8, 2024) Rights",N,EHIr,N,100,N,EHI^
EIC,Eagle Point Income Company Inc. Common Stock,N,EIC,N,100,N,EIC
EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,N,EICA,N,100,N,EICA
EICB,Eagle Point Income Company Inc. 7.75% Series B Term Preferred Stock Due 2028,N,EICB,N,100,N,EICB
EICC,Eagle Point Income Company Inc. 8.00% Series C Term Preferred Stock due 2029,N,EICC,N,100,N,EICC
EIG,Employers Holdings Inc Common Stock,N,EIG,N,100,N,EIG
EIX,Edison International Common Stock,N,EIX,N,100,N,EIX
EL,"Estee Lauder Companies, Inc. (The) Common Stock",N,EL,N,100,N,EL
ELAN,Elanco Animal Health Incorporated Common Stock,N,ELAN,N,100,N,ELAN
ELC,"Entergy Louisiana, Inc. Collateral Trust Mortgage Bonds, 4.875 % Series due September 1, 2066",N,ELC,N,100,N,ELC
ELF,"e.l.f. Beauty, Inc. Common Stock",N,ELF,N,100,N,ELF
ELME,Elme Communities Common Stock,N,ELME,N,100,N,ELME
ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares),N,ELP,N,100,N,ELP
ELPC,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing four (4) Common Shares),N,ELPC,N,100,N,ELPC
ELS,"Equity Lifestyle Properties, Inc. Common Stock",N,ELS,N,100,N,ELS
ELV,"Elevance Health, Inc. Common Stock",N,ELV,N,100,N,ELV
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,N,EMD,N,100,N,EMD
EME,"EMCOR Group, Inc. Common Stock",N,EME,N,100,N,EME
EMF,Templeton Emerging Markets Fund Common Stock,N,EMF,N,100,N,EMF
EMN,Eastman Chemical Company Common Stock,N,EMN,N,100,N,EMN
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,N,EMO,N,100,N,EMO
EMP,"Entergy Mississippi, LLC First Mortgage Bonds, 4.90% Series Due October 1, 2066",N,EMP,N,100,N,EMP
EMR,Emerson Electric Company Common Stock,N,EMR,N,100,N,EMR
ENB,Enbridge Inc Common Stock,N,ENB,N,100,N,ENB
ENFN,"Enfusion, Inc. Class A Common Stock",N,ENFN,N,100,N,ENFN
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),N,ENIC,N,100,N,ENIC
ENJ,"Entergy New Orleans, LLC First Mortgage Bonds, 5.0% Series due December 1, 2052",N,ENJ,N,100,N,ENJ
ENLC,"EnLink Midstream, LLC Common Units representing Limited Partner Interests",N,ENLC,N,100,N,ENLC
ENO,"Entergy New Orleans, LLC First Mortgage Bonds, 5.50% Series due April 1, 2066",N,ENO,N,100,N,ENO
ENOV,Enovis Corporation Common Stock,N,ENOV,N,100,N,ENOV
ENR,"Energizer Holdings, Inc. Common Stock",N,ENR,N,100,N,ENR
ENS,EnerSys Common Stock,N,ENS,N,100,N,ENS
ENV,"Envestnet, Inc Common Stock",N,ENV,N,100,N,ENV
ENVA,"Enova International, Inc. Common Stock",N,ENVA,N,100,N,ENVA
ENZ,"Enzo Biochem, Inc. Common Stock ($0.01 Par Value)",N,ENZ,N,100,N,ENZ
EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,N,EOD,N,100,N,EOD
EOG,"EOG Resources, Inc. Common Stock",N,EOG,N,100,N,EOG
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,N,EOI,N,100,N,EOI
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,N,EOS,N,100,N,EOS
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,N,EOT,N,100,N,EOT
EP$C,El Paso Corporation Preferred Stock,N,EPpC,N,100,N,EP-C
EPAC,Enerpac Tool Group Corp. Common Stock,N,EPAC,N,100,N,EPAC
EPAM,"EPAM Systems, Inc. Common Stock",N,EPAM,N,100,N,EPAM
EPC,Edgewell Personal Care Company Common Stock,N,EPC,N,100,N,EPC
EPD,Enterprise Products Partners L.P. Common Stock,N,EPD,N,100,N,EPD
EPR,EPR Properties Common Stock,N,EPR,N,100,N,EPR
EPR$C,EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares,N,EPRpC,N,100,N,EPR-C
EPR$E,EPR Properties Series E Cumulative Conv Pfd Shs Ser E,N,EPRpE,N,100,N,EPR-E
EPR$G,EPR Properties 5.750% Series G Cumulative Redeemable Preferred Shares,N,EPRpG,N,100,N,EPR-G
EPRT,"Essential Properties Realty Trust, Inc. Common Stock",N,EPRT,N,100,N,EPRT
EQBK,"Equity Bancshares, Inc. Class A Common Stock",N,EQBK,N,100,N,EQBK
EQC,Equity Commonwealth Common Shares of Beneficial Interest,N,EQC,N,100,N,EQC
EQC$D,Equity Commonwealth 6.50% Pfd Conv Shs Ser D,N,EQCpD,N,100,N,EQC-D
EQH,"Equitable Holdings, Inc. Common Stock",N,EQH,N,100,N,EQH
EQH$A,"Equitable Holdings, Inc. Depositary Shares",N,EQHpA,N,100,N,EQH-A
EQH$C,"Equitable Holdings, Inc. Depositary Shares, each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series C",N,EQHpC,N,100,N,EQH-C
EQNR,Equinor ASA,N,EQNR,N,100,N,EQNR
EQR,Equity Residential Common Shares of Beneficial Interest,N,EQR,N,100,N,EQR
EQS,"Equus Total Return, Inc. Common Stock",N,EQS,N,100,N,EQS
EQT,EQT Corporation Common Stock,N,EQT,N,100,N,EQT
EQV.U,"EQV Ventures Acquisition Corp. Units, each consisting of one Class A ordinary share and one-third of one redeemable warrant",N,EQV.U,N,100,N,EQV=
ERJ,Embraer S.A. Common Stock,N,ERJ,N,100,N,ERJ
ERO,Ero Copper Corp. Common Shares,N,ERO,N,100,N,ERO
ES,Eversource Energy (D/B/A) Common Stock,N,ES,N,100,N,ES
ESAB,ESAB Corporation Common Stock,N,ESAB,N,100,N,ESAB
ESE,ESCO Technologies Inc. Common Stock,N,ESE,N,100,N,ESE
ESI,Element Solutions Inc. Common Stock,N,ESI,N,100,N,ESI
ESNT,Essent Group Ltd. Common Shares,N,ESNT,N,100,N,ESNT
ESRT,"Empire State Realty Trust, Inc. Class A Common Stock",N,ESRT,N,100,N,ESRT
ESS,"Essex Property Trust, Inc. Common Stock",N,ESS,N,100,N,ESS
ESTC,Elastic N.V. Ordinary Shares,N,ESTC,N,100,N,ESTC
ET,Energy Transfer LP Common Units ,N,ET,N,100,N,ET
ET$I,Energy Transfer L.P. Series I Fixed Rate Perpetual Preferred Units,N,ETpI,N,100,N,ET-I
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,N,ETB,N,100,N,ETB
ETD,Ethan Allen Interiors Inc. Common Stock,N,ETD,N,100,N,ETD
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,N,ETG,N,100,N,ETG
ETI$,"Entergy Texas Inc 5.375% Series A Preferred Stock, Cumulative, No Par Value",N,ETIp,N,100,N,ETI-
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,N,ETJ,N,100,N,ETJ
ETN,"Eaton Corporation, PLC Ordinary Shares",N,ETN,N,100,N,ETN
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,N,ETO,N,100,N,ETO
ETR,Entergy Corporation Common Stock,N,ETR,N,100,N,ETR
ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,N,ETV,N,100,N,ETV
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,N,ETW,N,100,N,ETW
ETWO,"E2open Parent Holdings, Inc.Class A Common Stock",N,ETWO,N,100,N,ETWO
ETWO.W,"E2open Parent Holdings, Inc. Warrants",N,ETWO.WS,N,100,N,ETWO+
ETX,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,N,ETX,N,100,N,ETX
ETY,"Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,",N,ETY,N,100,N,ETY
EVA,Enviva Inc. Common Stock,N,EVA,N,100,N,EVA
EVC,Entravision Communications Corporation Common Stock,N,EVC,N,100,N,EVC
EVEX,"Eve Holding, Inc. Common Stock",N,EVEX,N,100,N,EVEX
EVEX.W,"Eve Holding, Inc. Warrants, each exercisable for one share of Common Stock at an exercise price of $11.50 per share",N,EVEX.WS,N,100,N,EVEX+
EVF,Eaton Vance Senior Income Trust Common Stock,N,EVF,N,100,N,EVF
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,N,EVG,N,100,N,EVG
EVH,"Evolent Health, Inc Class A Common Stock",N,EVH,N,100,N,EVH
EVN,Eaton Vance Municipal Income Trust Common Stock,N,EVN,N,100,N,EVN
EVR,Evercore Inc. Class A Common Stock,N,EVR,N,100,N,EVR
EVRI,Everi Holdings Inc. Common Stock,N,EVRI,N,100,N,EVRI
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,N,EVT,N,100,N,EVT
EVTC,"Evertec, Inc. Common Stock",N,EVTC,N,100,N,EVTC
EVTL,Vertical Aerospace Ltd. Ordinary Shares,N,EVTL,N,100,N,EVTL
EVTL.W,"Vertical Aerospace Ltd. Warrants, each whole warrant exercisable for one ordinary share at an exercise price of $11.50 per share",N,EVTL.WS,N,100,N,EVTL+
EVTR,Morgan Stanley ETF Trust Eaton Vance Total Return Bond ETF,N,EVTR,Y,100,N,EVTR
EW,Edwards Lifesciences Corporation Common Stock,N,EW,N,100,N,EW
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,N,EXG,N,100,N,EXG
EXK,Endeavour Silver Corporation Ordinary Shares (Canada),N,EXK,N,100,N,EXK
EXP,Eagle Materials Inc Common Stock,N,EXP,N,100,N,EXP
EXPD,"Expeditors International of Washington, Inc. Common Stock",N,EXPD,N,100,N,EXPD
EXR,Extra Space Storage Inc Common Stock,N,EXR,N,100,N,EXR
EXTO,"Almacenes Exito S.A. American Depositary Share, each representing eight (8) Common Shares",N,EXTO,N,100,N,EXTO
F,Ford Motor Company Common Stock,N,F,N,100,N,F
F$B,"Ford Motor Company 6.20% Notes due June 1, 2059",N,FpB,N,100,N,F-B
F$C,"Ford Motor Company 6% Notes due December 1, 2059",N,FpC,N,100,N,F-C
F$D,"Ford Motor Company 6.500% Notes due August 15, 2062",N,FpD,N,100,N,F-D
FAF,First American Corporation (New) Common Stock,N,FAF,N,100,N,FAF
FAM,First Trust/abrdn Global Opportunity Income Fund Common Shares of Beneficial Interest,N,FAM,N,100,N,FAM
FBIN,"Fortune Brands Innovations, Inc. Common Stock",N,FBIN,N,100,N,FBIN
FBK,FB Financial Corporation Common Stock,N,FBK,N,100,N,FBK
FBMS,"First Bancshares, Inc.",N,FBMS,N,100,N,FBMS
FBP,First BanCorp. New Common Stock,N,FBP,N,100,N,FBP
FBRT,"Franklin BSP Realty Trust, Inc. Common Stock",N,FBRT,N,100,N,FBRT
FBRT$E,"Franklin BSP Realty Trust, Inc. 7.50% Series E Cumulative Redeemable Preferred Stock",N,FBRTpE,N,100,N,FBRT-E
FC,Franklin Covey Company Common Stock,N,FC,N,100,N,FC
FCF,First Commonwealth Financial Corporation Common Stock,N,FCF,N,100,N,FCF
FCN,"FTI Consulting, Inc. Common Stock",N,FCN,N,100,N,FCN
FCPT,"Four Corners Property Trust, Inc. Common Stock",N,FCPT,N,100,N,FCPT
FCRX,"Crescent Capital BDC, Inc. 5.00% Notes due 2026",N,FCRX,N,100,N,FCRX
FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,N,FCT,N,100,N,FCT
FCX,"Freeport-McMoRan, Inc. Common Stock",N,FCX,N,100,N,FCX
FDP,"Fresh Del Monte Produce, Inc. Common Stock",N,FDP,N,100,N,FDP
FDS,FactSet Research Systems Inc. Common Stock,N,FDS,N,100,N,FDS
FDX,FedEx Corporation Common Stock,N,FDX,N,100,N,FDX
FE,FirstEnergy Corp. Common Stock,N,FE,N,100,N,FE
FEDU,"Four Seasons Education (Cayman) Inc. American Depositary Shares, each ADS representing 10 ordinary shares",N,FEDU,N,100,N,FEDU
FENG,"Phoenix New Media Limited American Depositary Shares, each representing 48 Class A ordinary shares.",N,FENG,N,100,N,FENG
FERG,Ferguson Enterprises Inc. Common Stock,N,FERG,N,100,N,FERG
FET,"Forum Energy Technologies, Inc. Common Stock",N,FET,N,100,N,FET
FF,FutureFuel Corp.  Common shares,N,FF,N,100,N,FF
FFA,First Trust Enhanced Equity Income Fund,N,FFA,N,100,N,FFA
FFC,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,N,FFC,N,100,N,FFC
FFWM,First Foundation Inc. Common Stock,N,FFWM,N,100,N,FFWM
FG,"F&G Annuities & Life, Inc. Common Stock",N,FG,N,100,N,FG
FGB,First Trust Specialty Finance and Financial Opportunities Fund,N,FGB,N,100,N,FGB
FGN,"F&G Annuities & Life, Inc. 7.950% Senior Notes due 2053",N,FGN,N,100,N,FGN
FHI,"Federated Hermes, Inc. Common Stock",N,FHI,N,100,N,FHI
FHN,First Horizon Corporation Common Stock,N,FHN,N,100,N,FHN
FHN$B,"First Horizon Corporation Depositary Shares, each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock, Series B",N,FHNpB,N,100,N,FHN-B
FHN$C,"First Horizon Corporation Depositary Shares, each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock, Series C",N,FHNpC,N,100,N,FHN-C
FHN$E,"First Horizon Corporation Depositary Shares, each representing a 1/4,000th interest in a share of Non-Cumulative Perpetual Preferred Stock, Series E",N,FHNpE,N,100,N,FHN-E
FHN$F,"First Horizon Corporation Depositary Shares, each representing 1/4000th Interest in a Share of Non-Cumulative Perpetual Preferred Stock, Series F",N,FHNpF,N,100,N,FHN-F
FI,"Fiserv, Inc. Common Stock",N,FI,N,100,N,FI
FICO,Fair Isaac Corproation Common Stock,N,FICO,N,100,N,FICO
FIGS,"FIGS, Inc. Class A Common Stock",N,FIGS,N,100,N,FIGS
FIHL,Fidelis Insurance Holdings Limited Common Shares,N,FIHL,N,100,N,FIHL
FINS,Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,N,FINS,N,100,N,FINS
FINV,FinVolution Group American Depositary Shares,N,FINV,N,100,N,FINV
FIS,"Fidelity National Information Services, Inc. Common Stock",N,FIS,N,100,N,FIS
FIX,"Comfort Systems USA, Inc. Common Stock",N,FIX,N,100,N,FIX
FL,"Foot Locker, Inc.",N,FL,N,100,N,FL
FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock,N,FLC,N,100,N,FLC
FLNG,FLEX LNG Ltd. Ordinary Shares,N,FLNG,N,100,N,FLNG
FLO,"Flowers Foods, Inc. Common Stock",N,FLO,N,100,N,FLO
FLR,Fluor Corporation Common Stock,N,FLR,N,100,N,FLR
FLS,Flowserve Corporation Common Stock,N,FLS,N,100,N,FLS
FLUT,Flutter Entertainment plc Ordinary Shares,N,FLUT,N,100,N,FLUT
FLXR,Engine No. 1 ETF Trust TCW Flexible Income ETF,N,FLXR,Y,100,N,FLXR
FMC,FMC Corporation Common Stock,N,FMC,N,100,N,FMC
FMN,Federated Hermes Premier Municipal Income Fund,N,FMN,N,100,N,FMN
FMS,Fresenius Medical Care AG American Depositary Shares (Each representing 1/2 of an Ordinary Share),N,FMS,N,100,N,FMS
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,N,FMX,N,100,N,FMX
FMY,First Trust Motgage Income Fund Common Shares of Beneficial Interest,N,FMY,N,100,N,FMY
FN,Fabrinet Ordinary Shares,N,FN,N,100,N,FN
FNA,"Paragon 28, Inc. Common Stock",N,FNA,N,100,N,FNA
FNB,F.N.B. Corporation Common Stock,N,FNB,N,100,N,FNB
FND,"Floor & Decor Holdings, Inc. Common Stock",N,FND,N,100,N,FND
FNF,"FNF Group of Fidelity National Financial, Inc. Common Stock",N,FNF,N,100,N,FNF
FNV,Franco-Nevada Corporation,N,FNV,N,100,N,FNV
FOA,Finance of America Companies Inc. Class A Common Stock,N,FOA,N,100,N,FOA
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc. Common Stock",N,FOF,N,100,N,FOF
FOR,Forestar Group Inc Common Stock ,N,FOR,N,100,N,FOR
FOUR,"Shift4 Payments, Inc. Class A Common Stock",N,FOUR,N,100,N,FOUR
FPF,First Trust Intermediate Duration Preferred & Income Fund Common Shares of Beneficial Interest,N,FPF,N,100,N,FPF
FPH,"Five Point Holdings, LLC Class A Common Shares",N,FPH,N,100,N,FPH
FPI,Farmland Partners Inc. Common Stock,N,FPI,N,100,N,FPI
FR,"First Industrial Realty Trust, Inc. Common Stock",N,FR,N,100,N,FR
FRA,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock,N,FRA,N,100,N,FRA
FREY,"FREYR Battery, Inc. Common Stock",N,FREY,N,100,N,FREY
FREY.W,FREYR Battery Warrants each whole warrant exercisable to purchase one Common Stock at an exercise price of $11.50 per share,N,FREY.WS,N,100,N,FREY+
FRGE,"Forge Global Holdings, Inc. Common Stock",N,FRGE,N,100,N,FRGE
FRO,Frontline Plc Ordinary Shares,N,FRO,N,100,N,FRO
FRT,Federal Realty Investment Trust Common Stock,N,FRT,N,100,N,FRT
FRT$C,"Federal Realty Investment Trust Depositary Shares, each representing a 1/1000th interest in a 5.000% Series C Cumulative Redeemable Preferred Share",N,FRTpC,N,100,N,FRT-C
FSCO,FS Credit Opportunities Corp. Common Stock,N,FSCO,N,100,N,FSCO
FSK,FS KKR Capital Corp. Common Stock,N,FSK,N,100,N,FSK
FSLY,"Fastly, Inc. Class A Common Stock",N,FSLY,N,100,N,FSLY
FSM,Fortuna Mining Corp. Common Shares,N,FSM,N,100,N,FSM
FSS,Federal Signal Corporation Common Stock,N,FSS,N,100,N,FSS
FT,Franklin Universal Trust Common Stock,N,FT,N,100,N,FT
FTHY,First Trust High Yield Opportunities 2027 Term Fund Common Stock,N,FTHY,N,100,N,FTHY
FTI,TechnipFMC plc Ordinary Share,N,FTI,N,100,N,FTI
FTK,"Flotek Industries, Inc. Common Stock",N,FTK,N,100,N,FTK
FTS,Fortis Inc. Common Shares,N,FTS,N,100,N,FTS
FTV,Fortive Corporation Common Stock ,N,FTV,N,100,N,FTV
FTWO,Strive Natural Resources and Security ETF,N,FTWO,Y,100,N,FTWO
FUBO,fuboTV Inc. Common Stock,N,FUBO,N,100,N,FUBO
FUL,H. B. Fuller Company Common Stock,N,FUL,N,100,N,FUL
FUN,Six Flags Entertainment Corporation Common Stock New,N,FUN,N,100,N,FUN
FVRR,"Fiverr International Ltd. Ordinary Shares, no par value",N,FVRR,N,100,N,FVRR
FXED,Sound Enhanced Fixed Income ETF,N,FXED,Y,100,N,FXED
G,Genpact Limited Common Stock,N,G,N,100,N,G
GAB,"Gabelli Equity Trust, Inc. (The) Common Stock",N,GAB,N,100,N,GAB
GAB$G,"Gabelli Equity Trust, Inc. (The) Series G Cumulative Preferred Stock",N,GABpG,N,100,N,GAB-G
GAB$H,"Gabelli Equity Trust, Inc. (The) Pfd Ser H",N,GABpH,N,100,N,GAB-H
GAB$K,"Gabelli Equity Trust, Inc. (The) 5.00% Series K Cumulative Preferred Stock",N,GABpK,N,100,N,GAB-K
GAM,"General American Investors, Inc. Common Stock",N,GAM,N,100,N,GAM
GAM$B,"General American Investors Company, Inc. Cumulative Preferred Stock",N,GAMpB,N,100,N,GAM-B
GAP,"Gap, Inc. (The) Common Stock",N,GAP,N,100,N,GAP
GATO,"Gatos Silver, Inc. Common Stock",N,GATO,N,100,N,GATO
GATX,GATX Corporation Common Stock,N,GATX,N,100,N,GATX
GB,Global Blue Group Holding AG Ordinary Shares,N,GB,N,100,N,GB
GB.W,Global Blue Group Holding AG Warrants exercisable for one Ordinary Share of Global Blue Group Holding AG at a price of $11.50 per share,N,GB.WS,N,100,N,GB+
GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest,N,GBAB,N,100,N,GBAB
GBCI,"Glacier Bancorp, Inc. Common Stock",N,GBCI,N,100,N,GBCI
GBLI,"Global Indemnity Group, LLC Class A Common Stock (DE)",N,GBLI,N,100,N,GBLI
GBTG,"Global Business Travel Group, Inc. Class A Common Stock",N,GBTG,N,100,N,GBTG
GBX,"Greenbrier Companies, Inc. (The) Common Stock",N,GBX,N,100,N,GBX
GCI,"Gannett Co., Inc. Common Stock",N,GCI,N,100,N,GCI
GCO,Genesco Inc. Common Stock,N,GCO,N,100,N,GCO
GCTS,"GCT Semiconductor Holding, Inc. Common Stock",N,GCTS,N,100,N,GCTS
GCTS.W,"GCT Semiconductor Holding, Inc. Warrants, each whole warrant exercisable for one share of Common Stock at an exercise price of $11.50",N,GCTS.WS,N,100,N,GCTS+
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The) Common Stock",N,GCV,N,100,N,GCV
GD,General Dynamics Corporation Common Stock,N,GD,N,100,N,GD
GDDY,GoDaddy Inc. Class A Common Stock,N,GDDY,N,100,N,GDDY
GDIV,Harbor ETF Trust Harbor Dividend Growth Leaders ETF,N,GDIV,Y,100,N,GDIV
GDL,"GDL Fund, The Common Shares of Beneficial Interest",N,GDL,N,100,N,GDL
GDL$C,The GDL Fund Series C Cumulative Puttable and Callable Preferred Shares,N,GDLpC,N,100,N,GDL-C
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc.,N,GDO,N,100,N,GDO
GDOT,"Green Dot Corporation Class A Common Stock, $0.001 par value",N,GDOT,N,100,N,GDOT
GDV,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest,N,GDV,N,100,N,GDV
GDV$H,The Gabelli Dividend & Income Trust 5.375% Series H Cumulative Preferred Shares,N,GDVpH,N,100,N,GDV-H
GDV$K,The Gabelli Dividend & Income Trust 4.250% Series K Cumulative Preferred Shares,N,GDVpK,N,100,N,GDV-K
GE,GE Aerospace Common Stock,N,GE,N,100,N,GE
GEF,Greif Inc. Class A Common Stock,N,GEF,N,100,N,GEF
GEF.B,"Greif, Inc. Corporation Class B Common Stock",N,GEF.B,N,100,N,GEF.B
GEL,"Genesis Energy, L.P. Common Units",N,GEL,N,100,N,GEL
GENI,Genius Sports Limited Ordinary Shares,N,GENI,N,100,N,GENI
GEO,Geo Group Inc (The) REIT,N,GEO,N,100,N,GEO
GES,"Guess?, Inc. Common Stock",N,GES,N,100,N,GES
GETY,"Getty Images Holdings, Inc. Class A Common Stock",N,GETY,N,100,N,GETY
GEV,GE Vernova Inc. Common Stock,N,GEV,N,100,N,GEV
